(3.5605745898663734, 2.201418613162845)
(3.4814178621699456, 2.202140373097677)
(3.408581393500204, 2.235228873089694)
(3.3501774207384636, 2.2449365560082772)
(3.2831242464092196, 2.2572279956397794)
(3.204717153084206, 2.2731128222464054)
(3.1530081975742137, 2.2826175465417236)
(3.078280193358924, 2.2914322976603976)
(2.9915082704596827, 2.291919320679471)
(2.9115191946067753, 2.290597297911951)
(2.8388563490692933, 2.291611439249976)
(2.758860925030329, 2.292467086856368)
(2.6962509462365567, 2.308463548643354)
(2.6207912579441928, 2.3155649714558106)
(2.5264141189080194, 2.3204392442166246)
(2.425579931948744, 2.3338206497293106)
(2.344917505171068, 2.3357305548360503)
(2.2756727568581936, 2.3187568631548063)
(2.200387185052231, 2.3147475878999915)
(2.1232963480926323, 2.3092043006504888)
(2.0414171133911565, 2.3129545203971715)
(1.952009073173231, 2.317322979391972)
(1.8781892316996702, 2.318937055113017)
(1.804973728765051, 2.3135391132122023)
(1.7220441635570591, 2.2902942814459206)
(1.6456350209779633, 2.266595274497793)
(1.5804145337820776, 2.2519823188044645)
(1.4995252580705598, 2.2298443005294)
(1.4217673656063616, 2.2110371168081144)
(1.363874925102829, 2.1960075923980704)
(1.293147923177842, 2.1832538706906908)
(1.2157792174170294, 2.1883809089121873)
(1.1238771226345396, 2.18791133769882)
(1.044249129407247, 2.1956173544775606)
(0.9752284370131312, 2.197443469082549)
(0.9198429426919159, 2.211108162372432)
(0.8616185120402929, 2.2337099162558043)
(0.805733428082585, 2.258318833302872)
(0.7547406331695939, 2.2935453354203728)
(0.6923144596168817, 2.2756856412399693)
(0.6255414579016103, 2.274473377820352)
(0.5564740680787892, 2.2770046359334546)
(0.46781814298762137, 2.2678287601881615)
(0.3794205343958238, 2.2404791930713865)
(0.2997039277523582, 2.2012439164855437)
(0.2192010311341138, 2.173738852837909)
(0.13302852837690757, 2.1412458745893264)
(0.054665002441022806, 2.1251474956990184)
(0.06692319124720236, 2.1247594144238864)
(0.04219748072311734, 2.11224043965018)
(0.0005272278254336085, 2.117575006975302)
(-0.023722734247285018, 2.1222713440927388)
(0.053429127516026395, 2.1241665088337576)
(0.11613910204392822, 2.1323210491812206)
(0.15988966625299145, 2.1486724647553617)
(0.1984932070111576, 2.1744797446067543)
(0.24223927172132081, 2.1995292924454093)
(0.29693549476114584, 2.213670073350611)
(0.3639098580947371, 2.2270451197383103)
(0.42955377050819343, 2.2583939032701124)
(0.4876235036533685, 2.30081895618723)
(0.5596921239187702, 2.345150778121622)
(0.6270772578818721, 2.385958060636992)
(0.7016955478373545, 2.4131954078880247)
(0.7698406262740292, 2.4427302475360895)
(0.8279815859680542, 2.453260603257395)
(0.8839002433554878, 2.4728515043279082)
(0.7836666279597934, 2.4703538069837263)
(0.7336633049711684, 2.4722329885057768)
(0.7658258164936672, 2.485941590779514)
(0.7744155482976351, 2.496387565427914)
(0.7760228508837174, 2.5002797586724994)
(0.7827097560012952, 2.5101792967811405)
(0.7950854687383171, 2.5163198290721382)
(0.8043666415407992, 2.5218136960424027)
(0.8196892557549688, 2.5389660219259644)
(0.8296235039939422, 2.557654760560595)
(0.8316004538237926, 2.5730651865116485)
(0.8378271825367956, 2.5825585768714308)
(0.9130993900543843, 2.587313764443452)
(0.9697848503609933, 2.5919856520688467)
(0.8640956797994864, 2.5910788503449917)
(0.8165107409176594, 2.582432009163147)
(0.7937684628913884, 2.5650161154552706)
(0.743830781147681, 2.538252213181014)
(0.6798552132591134, 2.5049042003948)
(0.6270652149359306, 2.4644083590748154)
(0.58643164046419, 2.4319608043154064)
(0.5434098178793069, 2.393769434689417)
(0.4925889657274918, 2.322937640488865)
(0.44292370916233925, 2.263890880630227)
(0.3853951431798536, 2.214009872335076)
(0.33487279949905496, 2.1663832968964747)
(0.27841739963354495, 2.121877627311814)
(0.21735942598624125, 2.0836905824241754)
(0.1504886371471413, 2.0540889167556946)
(0.07974792459499985, 2.0291740298882956)
(0.036692621941858086, 2.0641313494584153)
(-0.042142560941913335, 2.050529366526419)
(-0.09230144470338304, 2.0715464604587637)
(-0.14129939919453213, 2.0789214873741173)
(-0.18431490693093128, 2.093414528227147)
(-0.2640024672321256, 2.086351049392783)
(-0.30170217414028966, 2.077051449924333)
(-0.3719379534180593, 2.0765588143660665)
(-0.434587289803277, 2.0638499584331393)
(-0.5002654065359211, 2.0545939267557496)
(-0.5889466180445011, 2.0297099311618703)
(-0.672140770106493, 1.9946982321597415)
(-0.7435846358086776, 1.9526297866942786)
(-0.8244396342107156, 1.906107240525665)
(-0.9000878682150414, 1.847624168100141)
(-0.9637862428410537, 1.7907518044570958)
(-1.0148101472222564, 1.713421480607818)
(-1.0795456406519348, 1.647517877482924)
(-1.1430608525496582, 1.5610638963606596)
(-1.1955270551109094, 1.482421662006726)
(-1.2425961804120498, 1.417733970415624)
(-1.2606618688046731, 1.3753843523532463)
(-1.2753277773359502, 1.2904255798795177)
(-1.2889059902335327, 1.2115862994762319)
(-1.2902437713415051, 1.1418301444421124)
(-1.26595413011683, 1.09116427797307)
(-1.2412091240980967, 1.0419737681554928)
(-1.2298999904788648, 0.9606133273898875)
(-1.2226843870428963, 0.8757064420329432)
(-1.2158108003533783, 0.8065447110819833)
(-1.2153307241047175, 0.7357422364025995)
(-1.2067918039778789, 0.6561992490117083)
(-1.1912535445663335, 0.6073942870260239)
(-1.1670633562491135, 0.5516960593944821)
(-1.1368884960979924, 0.4770138090563213)
(-1.1119172079644823, 0.40783146892636635)
(-1.0647533416230792, 0.3411891440027247)
(-1.0382935441965826, 0.29090383338786996)
(-0.9934457428146206, 0.24127065814070775)
(-0.941855614957863, 0.18390936319287185)
(-0.888768958836569, 0.12096014948296693)
(-0.8240789895679177, 0.07389415458196705)
(-0.7961964590529826, 0.05302760942210658)
(-0.72119516390387, 0.028509672899824895)
(-0.649664373996857, 0.009531507903144817)
(-0.57214017177458, -0.010216860885175542)
(-0.5180446180217106, -0.028191091582145174)
(-0.45465953156971783, -0.04189386578255203)
(-0.39874549444668594, -0.0644504041712059)
(-0.3191865636139343, -0.05606133242580738)
(-0.27280618882238294, -0.06392370453162063)
(-0.18136004427139032, -0.10359651224982105)
(-0.11685927268918042, -0.13870427239869842)
(-0.0476476391595938, -0.14259862209118368)
(0.01844500937986359, -0.13590055404448653)
(0.0880640437401866, -0.12769446184282332)
(0.1759437259250211, -0.12534770197705727)
(0.260132614062736, -0.12240261125502795)
(0.3345136435399685, -0.11649839668472722)
(0.4296003311614494, -0.1153706143892259)
(0.5060218007232072, -0.09171138807006401)
(0.583568791818715, -0.0997289737982393)
(0.6890431037948637, -0.0909825245962278)
(0.835286663287177, -0.06414284240197318)
(0.9076265898573921, -0.0299824117282258)
(0.9625682386350191, -0.04397711810031004)
(1.0177369543197485, -0.03736307995246029)
(1.0393818748007602, -0.04164203944704127)
(1.0686739107668557, -0.04628017162831287)
(1.1257604136127919, -0.07827658313275218)
(1.1731163903924515, -0.062232535537325134)
(1.214833735376052, -0.0799008252669351)
(1.2576716126833325, -0.09772506679268116)
(1.305952567504723, -0.10513470667114168)
(1.377504871892483, -0.08697316581183222)
(1.4532673966691505, -0.05950594929684116)
(1.5268956378182514, -0.016308646203448796)
(1.6245142776080514, 0.020678887430930215)
(1.7249789323652143, 0.0403714291471545)
(1.8016056836069538, 0.07367442966114132)
(1.866601233372897, 0.09628106273545033)
(1.942334565816941, 0.12193894202433055)
(2.0215182692423657, 0.13333811356591352)
(2.0860645923197527, 0.12602257227500555)
(2.1807594893729565, 0.10783799995161736)
(2.27450965246356, 0.08347362730337282)
(2.3690592335786023, 0.04369468332148944)
(2.4359744504520964, 0.018155195866330354)
(2.5098080868310095, 0.008303669363907036)
(2.5897992233671854, 0.009494499179999703)
(2.646121464016889, 0.0069368731401342025)
(2.698950986881906, 0.008080733021326308)
(2.7632534618072273, 0.03295112958177088)
(2.8350196932768745, 0.06830092478124841)
(2.8800359394940296, 0.07804697294857885)
(2.944787546281278, 0.11976930508571507)
(3.0030025227814603, 0.14068546975876506)
(3.078877368826394, 0.16604306699623175)
(3.126816119697482, 0.14769395905986016)
(3.1804869620901157, 0.14150691593946274)
(3.267719456993781, 0.14100654389872733)
(3.3379725167253156, 0.14266104086637027)
(3.409069026225956, 0.1404241076479757)
(3.473327711974892, 0.13711119336232833)
(3.5575135829311675, 0.13451879699751568)
(3.6645497368053443, 0.13405803639986627)
(3.7326458132661187, 0.17604522933590794)
(3.841233902716071, 0.1299013728691456)
(3.901782780537996, 0.12704589823753507)
(3.9568091281544304, 0.12143402224896269)
(4.034331470974067, 0.08996292322257016)
(4.106161759773145, 0.12518237255161296)
(4.203687739167866, 0.11535137356343947)
(4.30675686858134, 0.09191792872153454)
(4.382672728595536, 0.1171524724722151)
(4.475937988375933, 0.08558436685874214)
(4.56430350727638, 0.06084580769442279)
(4.651558002798353, 0.05076061482084263)
(4.732410620213274, 0.03298553373231147)
(4.8144770571121995, -0.0035612346830831204)
(4.890601811105346, -0.04809977424028456)
(4.9537161723259855, -0.08762924957250436)
(5.016601386420835, -0.13266800616678087)
(5.094858182460311, -0.1720526966145208)
(5.177794150140213, -0.21452875231089485)
(5.236840376467209, -0.23903233986686875)
(5.30913382532198, -0.23318154714011444)
(5.385818869388184, -0.2327379863587922)
(5.465208654565405, -0.23282813468754662)
(5.440684315461896, -0.2757218682090451)
(5.519272697838081, -0.29068402565690543)
(5.5598312535584595, -0.31060484881010547)
(5.5695982925003555, -0.33973282846331815)
(5.5850196960416625, -0.3704072867505489)
(5.58349250147704, -0.38785470389031246)
(5.596847689510051, -0.40221863043080147)
(5.606301060563014, -0.4058236821916151)
(5.685138929154367, -0.4194100899571938)
(5.6543960971138025, -0.4127447118691223)
(5.63883685821222, -0.4093078447192501)
(5.71802911793404, -0.4206474214376196)
(5.68870378622268, -0.4129130078816087)
(5.663540206948155, -0.41467034118058815)
(5.653064276796605, -0.41081883094469895)
(5.642646381910829, -0.4102859639336908)
(5.949357010505908, 0.44928888178445103)
(5.931308418322321, 0.527226345947654)
(5.910359326922883, 0.6044347364861051)
(5.885721665878842, 0.6805464022035163)
(5.861847522152117, 0.7569010043000217)
(5.832569528869511, 0.8313509815286526)
(5.801643590597118, 0.9051316452690403)
(5.767699560393512, 0.9775733653862261)
(5.733933734738587, 1.0500983198353064)
(5.693284115340128, 1.119001211231535)
(5.657507100657883, 1.1905554229903574)
(5.622259773912299, 1.2623720363697843)
(5.587310972225906, 1.3343343963969898)
(5.548951323049216, 1.4045379384375543)
(5.5054527777558695, 1.4716786604873116)
(5.46055134421714, 1.5378893942558407)
(5.410255257350056, 1.6001011587852185)
(5.361872895415447, 1.6638125946003723)
(5.309861133280885, 1.7245972686527822)
(5.257642487946449, 1.7852043068532786)
(5.205545465756264, 1.8459159225368964)
(5.155151287811878, 1.9080482557403875)
(5.106889997830025, 1.9718514522848196)
(5.054773643288283, 2.0325464734091216)
(5.005514083613437, 2.09558214410945)
(4.95462078108675, 2.1573063027341504)
(4.9038585129282755, 2.2191382696396844)
(4.839679903924092, 2.266899196622818)
(4.816769161638642, 2.343548383754383)
(4.7901080781782985, 2.418975080810005)
(4.760277327909356, 2.4932053060446897)
(4.736750537964519, 2.5696676507307608)
(4.709335278952237, 2.6448235125998756)
(4.691363399071468, 2.722778701866218)
(4.673205507401364, 2.800690773909623)
(4.656410080464695, 2.8789078668881722)
(4.643664696457596, 2.9578860612617563)
(4.6280185951871475, 3.0363411408617087)
(4.613947883841349, 3.115094014347209)
(4.596593526842687, 3.1931889968567337)
(4.582522815496889, 3.271941870342234)
(4.569089988176555, 3.350806052010353)
(4.556088767844364, 3.429742534512893)
(4.541605184234208, 3.5084205225769485)
(4.52595908296376, 3.586875602176901)
(4.510490132700612, 3.6653658026974516)
(4.496196797924784, 3.7440785753648282)
(4.481277676468097, 3.8226751389981106)
(4.467438906777471, 3.901469101034867)
(4.452519785320784, 3.9800656646681496)
(4.43908695800045, 4.058929846336269)
(4.428412366366947, 4.138214479736808)
(4.412209986208455, 4.216556568534591)
(4.396007606049963, 4.294898657332373)
(4.383262222042864, 4.373876851705957)
(4.369423452352239, 4.452670813742714)
(4.354784299293529, 4.531320004442451)
(4.339616412064549, 4.609868939489394)
(4.32282098512788, 4.688086032467943)
(4.3102868703692945, 4.767098031349244)
(4.301889161432617, 4.846656050961442)
(4.2842077026598915, 4.924677625001372)
(4.270136991314093, 5.003430498486873)
(4.256704163993759, 5.082294680154992)
(4.24440768409111, 5.161344010209103)
(4.228507442457984, 5.239747978960743)
(4.213868289399274, 5.31839716966048)
(4.201334174640689, 5.397409168541781)
(4.191659161464483, 5.47682197682886)
(4.178507322939449, 5.555733504145288)
(4.162036569940213, 5.634019609525733)
(4.148884731415179, 5.712931136842162)
(4.13613934740808, 5.791909331215746)
(4.123393963400981, 5.87088752558933)
(4.109323252055183, 5.9496403990748306)
(4.095899701844008, 6.02850616033869)
(4.082321896457537, 6.107345510925102)
(4.071530843765291, 6.186614377334261)
(4.060117586477072, 6.265796051717119)
(4.0457660936346045, 6.344498241351161)
(4.033231978876019, 6.423510240232462)
(4.023556965699814, 6.50292304851954)
(4.0063844829124005, 6.581058225200188)
(3.992313771566602, 6.659811098685688)
(3.981639179933099, 6.739095732086228)
(3.968014117493083, 6.8179269294227245)
(3.953374964434374, 6.896576120122462)
(3.941588538944403, 6.975703107769973)
(3.926119588681256, 7.0541933082905235)
(3.909917360873357, 7.1325354285966585)
(3.8955658680308898, 7.2112376182307)
(3.881727098340264, 7.290031580267456)
(3.8678883286496384, 7.368825542304212)
(3.8564750713614195, 7.4480072166870706)
(3.841958320206974, 7.526679091813572)
(3.829661840304325, 7.605728421867683)
(3.8195047903762083, 7.685081016889886)
(3.8046900044426617, 7.763697313659343)
(3.7855129291938625, 7.841364808693635)
(3.7705938077371752, 7.9199613723269175)
(3.757592587404984, 7.998897854829457)
(3.7419464861345357, 8.07735293442941)
(3.7292011021274374, 8.156331128802993)
(3.71428198067075, 8.234927692436276)
(3.702735664375362, 8.31409007352734)
(3.690439184472713, 8.393139403581452)
(3.6781427045700643, 8.472188733635564)
(3.663223583113377, 8.550785297268847)
(3.6483044616566898, 8.62938186090213)
(3.636891204368471, 8.708563535284988)
(3.6241458203613726, 8.787541729658571)
(3.610075109015574, 8.866294603144071)
(3.595435955956865, 8.944943793843809)
(3.5826905719497666, 9.023921988217392)
(3.5718995192575203, 9.10319085462655)
(3.557415935647364, 9.181868842690605)
(3.5430644428048965, 9.260571032324647)
(3.5265936898056602, 9.33885713770509)
(3.513592469473469, 9.41779362020763)
(3.50217921218525, 9.496975294590488)
(3.4881434172734034, 9.575734398579758)
(3.4783036248986625, 9.65512695796678)
(3.4631357376696825, 9.733675893013723)
(3.4508392577670337, 9.812725223067835)
(3.4374064304467, 9.891589404735955)
(3.424254591921666, 9.970500932052383)
(3.4096154388629567, 10.04915012275212)
(3.3922848095954587, 10.127250374283038)
(3.3760824294369662, 10.205592463080821)
(3.3625046240504948, 10.284431813667233)
(3.351317311735958, 10.363645726859152)
(3.3372466003901593, 10.442398600344653)
(3.3220787131611793, 10.520947535391596)
(3.30743956010247, 10.599596726091333)
(3.2933688487566717, 10.678349599576833)
(3.2803676284244805, 10.757286082079373)
(3.266944078213306, 10.836151843343233)
(3.2510438365801804, 10.914555812094873)
(3.236229050646634, 10.993172108864329)
(3.2221583393008353, 11.07192498234983)
(3.2080876279550368, 11.15067785583533)
(3.196674370666818, 11.229859530218187)
(3.184509876547222, 11.308929278433382)
(3.170158383704755, 11.387631468067424)
(3.1574129996976565, 11.466609662441007)
(3.1444117793654653, 11.545546144943547)
(3.127941026366229, 11.623832250323991)
(3.1151956423591307, 11.702810444697574)
(3.1007120587489743, 11.781488432761629)
(3.0897112700688125, 11.860728464616837)
(3.076965886061714, 11.93970665899042)
(3.0665965686029164, 12.01903179533092)
(3.0534447300778824, 12.097943322647348)
(3.0437697169016764, 12.177356130934426)
(3.027567336743184, 12.255698219732208)
(3.0126482152864966, 12.334294783365491)
(2.999070409900025, 12.413134133951903)
(2.9885381618322393, 12.492437801903888)
(2.9762416819295905, 12.571487131958)
(2.961322560472903, 12.650083695591283)
(2.948577176465805, 12.729061889964866)
(2.937576387785643, 12.808301921820075)
(2.9230928041754867, 12.88697990988413)
(2.909254034484861, 12.965773871920886)
(2.8951833231390625, 13.044526745406387)
(2.880264201682375, 13.12312330903967)
(2.8662284067705284, 13.20188241302894)
(2.8540639126509326, 13.280952161244135)
(2.8394247595922235, 13.359601351943873)
(2.8242568723632435, 13.438150286990815)
(2.8111050338382095, 13.517061814307244)
(2.796588282683764, 13.595733689433745)
(2.7803859025252713, 13.674075778231527)
(2.7658691513708256, 13.752747653358028)
(2.7528679310386344, 13.831684135860568)
(2.739290125652163, 13.91052348644698)
(2.7265447416450646, 13.989501680820563)
(2.7119055885863554, 14.0681508715203)
(2.6961732824146925, 14.146588710236834)
(2.681358496481146, 14.22520500700629)
(2.665626190309483, 14.303642845722823)
(2.6548351376172366, 14.382911712131982)
(2.6414023102969026, 14.461775893800102)
(2.6259333600337555, 14.540266094320653)
(2.6164435887055384, 14.619701251777148)
(2.6039094739469526, 14.698713250658448)
(2.5907576354219186, 14.777624777974877)
(2.574792135931402, 14.85601548422261)
(2.5612143305449306, 14.934854834809022)
(2.547143619199132, 15.013607708294522)
(2.5330729078533336, 15.092360581780023)
(2.5184337547946245, 15.17100977247976)
(2.5058996400360387, 15.25002177136106)
(2.491382888881593, 15.328693646487562)
(2.479836572586205, 15.407856027578626)
(2.468423315297986, 15.487037701961484)
(2.4558892005394, 15.566049700842784)
(2.4447018882248632, 15.645263614034704)
(2.4340272965913603, 15.724548247435244)
(2.4201885269007346, 15.803342209472001)
(2.4048793816341347, 15.881863735636527)
(2.3903957980239783, 15.960541723700581)
(2.3741935702160792, 16.038883844006715)
(2.3601228588702807, 16.117636717492214)
(2.343920478711788, 16.195978806289997)
(2.3317559845921925, 16.27504855450519)
(2.316836863135505, 16.353645118138473)
(2.3006344829770127, 16.431987206936256)
(2.2841637299777764, 16.510273312316702)
(2.2703249602871507, 16.589067274353457)
(2.2535295333504815, 16.667284367332005)
(2.240784149343383, 16.74626256170559)
(2.227351322023049, 16.82512674337371)
(2.2135125523324235, 16.903920705410464)
(2.2009784375738377, 16.982932704291763)
(2.1858105503448577, 17.061481639338705)
(2.1706426631158777, 17.140030574385648)
(2.1554747758868977, 17.21857950943259)
(2.1411232830444304, 17.29728169906663)
(2.126308497110884, 17.375897995836088)
(2.114012017208235, 17.4549473258902)
(2.1012666332011367, 17.533925520263782)
(2.086749882046691, 17.612597395390285)
(2.0740044980395926, 17.69157558976387)
(2.061840003919997, 17.77064533797906)
(2.0490946199128985, 17.849623532352645)
(2.0350239085671, 17.928376405838144)
(2.0240231198869383, 18.00761643769335)
(2.01247680359155, 18.086778818784413)
(1.9978376505328408, 18.165428009484152)
(1.983766939187042, 18.24418088296965)
(1.9689521532534955, 18.32279717973911)
(1.9600663837423222, 18.402302167634172)
(1.9462276140516968, 18.481096129670927)
(1.9323888443610713, 18.559890091707683)
(1.9198547296024855, 18.63890209058898)
(1.9073206148438997, 18.71791408947028)
(1.8938877875235658, 18.7967782711384)
(1.87798754589044, 18.87518223989004)
(1.866441229595052, 18.954344620981104)
(1.8554404409148906, 19.03358465283631)
(1.8410889480724233, 19.11228684247035)
(1.8275111426859518, 19.19112619305676)
(1.8139333372994804, 19.26996554364317)
(5.962437372553239, 0.44996286147354103)
(5.96114014464228, 0.5680790909009763)
(5.9597427396826, 0.7013313984326895)
(5.978991426183726, 0.8380259933185938)
(6.010541164162914, 0.9644045428045829)
(6.03262133332489, 1.090714014304013)
(6.047989147197823, 1.1996949968372121)
(6.067497238853905, 1.2920323538352547)
(6.0812062987049025, 1.382723706386234)
(6.104945300955874, 1.5019230454914834)
(6.094889245617208, 1.6049188237415037)
(6.085470426217292, 1.695380470084534)
(6.067297737397465, 1.7856701015530094)
(6.05492289588704, 1.8647072023196232)
(6.0376529870177515, 1.9426984799427678)
(6.024036973724166, 2.0106850992787733)
(6.033691957131568, 2.0627564218082535)
(6.01339551906227, 2.1401389431014963)
(6.062437124610367, 2.186117014204104)
(6.119028855831912, 2.218354518664203)
(6.166610217916729, 2.239111960851852)
(6.199909285022408, 2.257765423218762)
(6.22403708307113, 2.270181774853148)
(6.247931532937056, 2.2758490041887787)
(6.228698961135197, 2.3535027753907385)
(6.244582438778223, 2.3232305688040458)
(6.293385511727043, 2.2568054004082065)
(6.274483927785635, 2.334540399761818)
(6.285684690358261, 2.317372468297525)
(6.29121338826743, 2.312660227931806)
(6.300280573354752, 2.303918211650261)
(6.306014888779324, 2.2933456357187083)
(6.309831676882845, 2.2910674646783025)
(6.305522058798359, 2.2928336552646402)
(6.304923623535957, 2.293118987266488)
(5.949671491828693, 0.4493304602215015)
(6.006540456007427, 0.7890098753436161)
(6.052601471164371, 1.0599256313147798)
(6.098885489679244, 1.3527004494898285)
(6.155776914302453, 1.6047308224067542)
(6.178043427039325, 1.8125870310418952)
(6.175462878693488, 1.99810561018417)
(6.121848641803224, 2.167348263202557)
(6.100649767178176, 2.292572411479602)
(6.081456985298635, 2.382190517570671)
(6.06430848305106, 2.4515825485264537)
(6.044676610998871, 2.504549366183998)
(6.038829590713448, 2.53709912485909)
(6.042297013340362, 2.555369326953949)
(6.029563457866032, 2.573878934888089)
(6.032996956432953, 2.580313324970409)
(6.008886687841223, 2.656593695633081)
(6.0174185270226985, 2.629303130170753)
(6.015208108854447, 2.621503526682575)
(6.006561640047145, 2.6185373841755073)
(5.978938114079751, 2.693616947394327)
(6.002152752304308, 2.6620726628261546)
(6.024010241083356, 2.6437788902084547)
(6.037362368667467, 2.6452732491204474)
(6.0404941241891414, 2.6419080474951344)
(6.049035717452876, 2.640249573046914)
(6.05244990317562, 2.641067876364665)
(6.059429179612994, 2.640174672153746)
(6.054807067588415, 2.6423562179925093)
(6.061063949554328, 2.646716933652244)
(6.051070778291076, 2.652883612445809)
(6.041497297801759, 2.732308724792728)
(6.061106752003244, 2.6866748479834897)
(6.052651306119077, 2.6713318229915335)
(6.053239235324416, 2.6647579605714116)
(6.0521370073316945, 2.6569266576948576)
(6.064722076000325, 2.6437776026138593)
(6.064738528817878, 2.6426664254011247)
(6.060766869911681, 2.640810716818923)
(6.063608733174718, 2.637072707955527)
(6.066067349855385, 2.6377400935557747)
(6.0667219843610525, 2.637215012621933)
(6.06192101279699, 2.641583113178307)
(6.064691867948459, 2.602245504240518)
(6.066102152609571, 2.6199304605097136)
(6.058287515228512, 2.634001234537601)
(6.059326403699619, 2.639929261377353)
(6.052397259083815, 2.648834498560087)
(6.057647079533264, 2.644453368527629)
(6.0602672969737155, 2.6414288687139016)
(6.050818562690583, 2.720868917936235)
(6.059029912708212, 2.6805787814113633)
(6.059908496972202, 2.6575600729468816)
(6.067915363279421, 2.6040758654673635)
(6.064585648854523, 2.621393858847182)
(6.07314981402056, 2.629117626276161)
(6.057379438300749, 2.6450142069031806)
(6.047141985434135, 2.7243564690262376)
(6.070142985655276, 2.623551506210781)
(6.066651453940523, 2.635229714489961)
(6.063640873519417, 2.6392971921062593)
(6.070872591576736, 2.6382150223222105)
(6.070309773165691, 2.640444607853166)
(6.068584103032837, 2.6385746081342525)
(6.061148741804057, 2.6446336030574162)
(6.0619751514929145, 2.6452522841785786)
(6.0577672654495895, 2.6463610179048915)
(6.054300517123376, 2.6510126460258943)
(6.054889557824706, 2.649389146535671)
(6.062670587658323, 2.6494859116782083)
(6.063448944789336, 2.6532688637906094)
(6.0660584887865605, 2.649113757551716)
(6.074976349308372, 2.641361324396928)
(6.0600463087651475, 2.6495263935871174)
(6.060700028473924, 2.6510571160942478)
(6.059341063312513, 2.653313103082853)
(6.06023490074557, 2.6506401962497463)
(6.0594293075465835, 2.650672182631954)
(6.059937126813643, 2.6517917040782484)
(6.068711194097937, 2.6482084280284757)
(6.068103082145119, 2.6528907987639787)
(6.072623004820788, 2.6504823833552433)
(6.060717997750259, 2.6559448960773153)
(6.061051285808952, 2.6560989972917954)
(6.06019275028912, 2.658233134730048)
(6.064245175336566, 2.65888803175975)
(6.073361050332182, 2.6553289934737587)
(6.065773897376939, 2.657703258921187)
(6.06017116665942, 2.658784374395635)
(6.070255536896866, 2.655372592491932)
(6.068080824244738, 2.6554541634570055)
(6.064855687372349, 2.6593383894027682)
(6.072096336316542, 2.6542891247032725)
(6.064529752308383, 2.656980230580733)
(6.062640522934743, 2.652196490194113)
(6.061225422499353, 2.653401151510575)
(6.086544790114924, 2.5963616290874274)
(6.076971309625606, 2.6757867414343464)
(6.075165392410868, 2.662082084792197)
(6.071288642722537, 2.6505315130643465)
(6.071549461368866, 2.6049736898975024)
(6.070281534483297, 2.624768097747686)
(6.069868170920117, 2.633112199491779)
(6.058528755693052, 2.712304482337447)
(6.062594815290723, 2.6799004144515606)
(6.060908228187571, 2.622382396285462)
(6.052252106077217, 2.7019127147181874)
(6.0638764206503355, 2.622423023922108)
(6.064100102565452, 2.6357933999567926)
(6.052611930600257, 2.714964239947904)
(6.065420976029588, 2.622977058900922)
(6.069010908159595, 2.63238908918578)
(6.059709679511149, 2.6393541457232086)
(6.066819401531562, 2.6430324006775465)
(6.0597601468012074, 2.6473144089198715)
(6.05027553873273, 2.652466407691778)
(6.044838977647461, 2.659286115609596)
(6.060611500511283, 2.6504640814625833)
(6.066119444311803, 2.651077730751267)
(6.074324030147142, 2.6500974727765816)
(6.076534444404699, 2.648471765914696)
(6.084493499441362, 2.637923447331848)
(6.074882821692346, 2.6411263065805186)
(6.0786538030059845, 2.641886403673985)
(6.066358095837503, 2.65084258549915)
